Column Names;use
Bytové domy  -období výstavby nebo rekonstrukce:  1971 - 1980;0
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  1971 - 1980;0
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  1971 - 1980;0
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  1971 - 1980;0
Domy celkem - období výstavby nebo rekonstrukce: 1981 - 1990;0
Rodinné domy - období výstavby nebo rekonstrukce:  1981 - 1990;0
Bytové domy  -období výstavby nebo rekonstrukce:  1981 - 1990;0
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  1981 - 1990;0
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  1981 - 1990;0
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  1981 - 1990;0
Domy celkem - období výstavby nebo rekonstrukce: 1991 - 2000;0
Rodinné domy - období výstavby nebo rekonstrukce:  1991 - 2000;0
Bytové domy  -období výstavby nebo rekonstrukce:  1991 - 2000;0
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  1991 - 2000;0
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  1991 - 2000;0
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  1991 - 2000;0
Domy celkem - období výstavby nebo rekonstrukce: 2001 - 2010;0
Rodinné domy - období výstavby nebo rekonstrukce:  2001 - 2010;0
Bytové domy  -období výstavby nebo rekonstrukce:  2001 - 2010;0
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  2001 - 2010;0
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  2001 - 2010;0
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  2001 - 2010;0
Domy celkem - období výstavby nebo rekonstrukce: 2011 - 2015;0
Rodinné domy - období výstavby nebo rekonstrukce:  2011 - 2015;0
Bytové domy  -období výstavby nebo rekonstrukce:  2011 - 2015;0
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  2011 - 2015;0
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  2011 - 2015;0
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  2011 - 2015;0
Domy celkem - období výstavby nebo rekonstrukce: 2016 a později;0
Rodinné domy - období výstavby nebo rekonstrukce:  2016 a později;0
Bytové domy  -období výstavby nebo rekonstrukce:  2016 a později;0
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  2016 a později;0
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  2016 a později;0
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  2016 a později;0
Domy celkem - období výstavby nebo rekonstrukce: nezjištěno;0
Rodinné domy - období výstavby nebo rekonstrukce:  nezjištěno;0
Bytové domy  -období výstavby nebo rekonstrukce:  nezjištěno;0
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  nezjištěno;0
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  nezjištěno;0
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  nezjištěno;0
Domy celkem - materiál nosných zdí: kámen, cihly, tvárnice;0
Rodinné domy - materiál nosných zdí: kámen, cihly, tvárnice;0
Bytové domy  -materiál nosných zdí: kámen, cihly, tvárnice;0
Počet osob v domech celkem s materiálem nosných zdí: kámen, cihly, tvárnice;0
Počet osob v rodinných domech s materiálem nosných zdí: kámen, cihly, tvárnice;0
Počet osob v bytových domech s materiálem nosných zdí: kámen, cihly, tvárnice;0
Domy celkem - materiál nosných zdí: stěnové panely;0
Rodinné domy - materiál nosných zdí: stěnové panely;0
Bytové domy  -materiál nosných zdí: stěnové panely;0
Počet osob v domech celkem s materiálem nosných zdí: stěnové panely;0
Počet osob v rodinných domech s materiálem nosných zdí: stěnové panely;0
Počet osob v bytových domech s materiálem nosných zdí: stěnové panely;0
Domy celkem - materiál nosných zdí: dřevo;0
Rodinné domy - materiál nosných zdí: dřevo;0
Bytové domy  -materiál nosných zdí: dřevo;0
Počet osob v domech celkem s materiálem nosných zdí: dřevo;0
Počet osob v rodinných domech s materiálem nosných zdí: dřevo;0
Počet osob v bytových domech s materiálem nosných zdí: dřevo;0
Domy celkem - počet nadzemních podlaží: 1 - 2;0
Rodinné domy - počet nadzemních podlaží: 1 - 2;0
Bytové domy  - počet nadzemních podlaží: 1 - 2;0
Počet osob v domech celkem s počtem nadzemních podlaží: 1 - 2;0
Počet osob v rodinných domech s počtem nadzemních podlaží: 1 - 2;0
Počet osob v bytových domech s počtem nadzemních podlaží: 1 - 2;0
Domy celkem - počet nadzemních podlaží: 3 - 4;0
Rodinné domy - počet nadzemních podlaží: 3 - 4;0
Bytové domy  - počet nadzemních podlaží: 3 - 4;0
Počet osob v domech celkem s počtem nadzemních podlaží: 3 - 4;0
Počet osob v rodinných domech s počtem nadzemních podlaží: 3 - 4;0
Počet osob v bytových domech s počtem nadzemních podlaží: 3 - 4;0
Domy celkem - počet nadzemních podlaží: 5 a více;0
Bytové domy  - počet nadzemních podlaží: 5 a více;0
Počet osob v domech celkem s počtem nadzemních podlaží: 5 a více;0
Domy celkem - technické vybavení domů: přípoj na kanalizační síť;0
Rodinné domy - technické vybavení domů: přípoj na kanalizační síť;0
Bytové domy  - technické vybavení domů: přípoj na kanalizační síť;0
Počet osob v domech celkem s technickým vybavením domů: přípoj na kanalizační síť;0
Počet osob v rodinných domech s technickým vybavením domů: přípoj na kanalizační síť;0
Počet osob v bytových domech s technickým vybavením domů: přípoj na kanalizační síť;0
Domy celkem - technické vybavení domů: vodovod;0
Rodinné domy - technické vybavení domů: vodovod;0
Bytové domy  - technické vybavení domů: vodovod;0
Počet osob v domech celkem s technickým vybavením domů: vodovod;0
Počet osob v rodinných domech s technickým vybavením domů: vodovod;0
Počet osob v bytových domech s technickým vybavením domů: vodovod;0
Domy celkem - technické vybavení domů: plyn;0
Rodinné domy - technické vybavení domů: plyn;0
Bytové domy  - technické vybavení domů: plyn;0
Počet osob v domech celkem s technickým vybavením domů: plyn;0
Počet osob v rodinných domech s technickým vybavením domů: plyn;0
Počet osob v bytových domech s technickým vybavením domů: plyn;0
Domy celkem - technické vybavení domů: ústřední topení;0
Rodinné domy - technické vybavení domů: ústřední topení;0
Bytové domy  - technické vybavení domů: ústřední topení;0
Počet osob v domech celkem s technickým vybavením domů: ústřední topení;0
Počet osob v rodinných domech s technickým vybavením domů: ústřední topení;0
Počet osob v bytových domech s technickým vybavením domů: ústřední topení;0
Neobydlené domy s byty celkem;0
Neobydlené rodinné domy;0
Neobydlené bytové domy;0
NUTS_2;
naz_oblast;
NUTS_3;
naz_kraj;
kod_okres;
naz_okres;
kod_orp;
naz_orp;
kod_obec;
naz_obec;
kod_mco;
nazev_mco;
nadzsjd;
Obyvatelstvo celkem;1
Obyvatelstvo celkem - muži;0
Obyvatelstvo celkem - ženy;0
Obyvatelstvo - náboženská víra: věřící - nehlásící se k církvi, náboženské společnosti nebo směru - celkem;1
Obyvatelstvo - náboženská víra: věřící - nehlásící se k církvi, náboženské společnosti nebo směru - muži;0
Obyvatelstvo - náboženská víra: věřící - nehlásící se k církvi, náboženské společnosti nebo směru - ženy;0
Obyvatelstvo - náboženská víra: věřící - hlásící se k církvi, náboženské společnosti nebo směru - celkem;1
Obyvatelstvo - náboženská víra: věřící - hlásící se k církvi, náboženské společnosti nebo směru - muži;0
Obyvatelstvo - náboženská víra: věřící - hlásící se k církvi, náboženské společnosti nebo směru - ženy;0
Obyvatelstvo - náboženská víra: bez náboženské víry - celkem;1
Obyvatelstvo - náboženská víra: bez náboženské víry - muži;0
Obyvatelstvo - náboženská víra: bez náboženské víry - ženy;0
Obyvatelstvo - náboženská víra: neuvedeno - celkem;1
Obyvatelstvo - náboženská víra: neuvedeno - muži;0
Obyvatelstvo - náboženská víra: neuvedeno - ženy;0
NUTS_2;
naz_oblast;
NUTS_3;
naz_kraj;
kod_okres;
naz_okres;
kod_orp;
naz_orp;
kod_obec;
naz_obec;
kod_mco;
nazev_mco;
nadzsjd;
Obyvatelstvo - pracovní síla - celkem;0
Obyvatelstvo - pracovní síla - muži;0
Obyvatelstvo - pracovní síla - ženy;0
Obyvatelstvo - ekon. aktivita: zaměstnaní - celkem;1
Obyvatelstvo - ekon. aktivita: zaměstnaní - muži;0
Obyvatelstvo - ekon. aktivita: zaměstnaní - ženy;0
Obyvatelstvo - ekon. aktivita: pracující žáci a studenti - celkem;1
Obyvatelstvo - ekon. aktivita: pracující žáci a studenti - muži;0
Obyvatelstvo - ekon. aktivita: pracující žáci a studenti - ženy;0
Obyvatelstvo - ekon. aktivita: pracující důchodci - celkem;1
Obyvatelstvo - ekon. aktivita: pracující důchodci - muži;0
Obyvatelstvo - ekon. aktivita: pracující důchodci - ženy;0
Obyvatelstvo - ekon. aktivita: osoby na mateřské dovolené - celkem;1
Obyvatelstvo - ekon. aktivita: osoby na mateřské dovolené - muži;0
Obyvatelstvo - ekon. aktivita: osoby na mateřské dovolené - ženy;0
Obyvatelstvo - ekon. aktivita: nezaměstnaní - celkem;1
Obyvatelstvo - ekon. aktivita: nezaměstnaní - muži;0
Obyvatelstvo - ekon. aktivita: nezaměstnaní - ženy;0
Obyvatelstvo - mimo pracovní sílu - celkem;1
Obyvatelstvo - mimo pracovní sílu - muži;0
Obyvatelstvo - mimo pracovní sílu - ženy;0
Obyvatelstvo - ekon. aktivita: nepracující důchodci - celkem;1
Obyvatelstvo - ekon. aktivita: nepracující důchodci - muži;0
Obyvatelstvo - ekon. aktivita: nepracující důchodci - ženy;0
Obyvatelstvo - ekon. aktivita: ostatní s vlastním zdrojem obživy - celkem;1
Obyvatelstvo - ekon. aktivita: ostatní s vlastním zdrojem obživy - muži;0
Obyvatelstvo - ekon. aktivita: ostatní s vlastním zdrojem obživy - ženy;0
Obyvatelstvo - ekon. aktivita: osoby na rodičovské dovolené - celkem;1
Obyvatelstvo - ekon. aktivita: osoby na rodičovské dovolené - muži;0
Obyvatelstvo - ekon. aktivita: osoby na rodičovské dovolené - ženy;0
Obyvatelstvo - ekon. aktivita: osoby v domácnosti, děti předškolního věku, ostatní závislé osoby - celkem;1
Obyvatelstvo - ekon. aktivita: osoby v domácnosti, děti předškolního věku, ostatní závislé osoby - muži;0
Obyvatelstvo - ekon. aktivita: osoby v domácnosti, děti předškolního věku, ostatní závislé osoby - ženy;0
Obyvatelstvo - ekon. aktivita: žáci, studenti - celkem;1
Obyvatelstvo - ekon. aktivita: žáci, studenti - muži;0
Obyvatelstvo - ekon. aktivita: žáci, studenti - ženy;0
Obyvatelstvo - ekon. aktivita: nezjištěno - celkem;0
Obyvatelstvo - ekon. aktivita: nezjištěno - muži;0
Obyvatelstvo - ekon. aktivita: nezjištěno - ženy;0
NUTS_2;
naz_oblast;
NUTS_3;
naz_kraj;
kod_okres;
naz_okres;
kod_orp;
naz_orp;
kod_obec;
naz_obec;
kod_mco;
nazev_mco;
nadzsjd;
Obyvatelstvo celkem;1
Obyvatelstvo celkem - muži;0
Obyvatelstvo celkem - ženy;0
Obyvatelstvo - s trvalým pobytem - celkem;1
Obyvatelstvo - s trvalým pobytem - muži;0
Obyvatelstvo - s trvalým pobytem - ženy;0
Obyvatelstvo - s dlouhodobým pobytem - celkem;1
Obyvatelstvo - s dlouhodobým pobytem - muži;0
Obyvatelstvo - s dlouhodobým pobytem - ženy;0
Obyvatelstvo - bydliště po narození v obci obvyklého bydliště -  celkem;1
Obyvatelstvo - bydliště po narození v obci obvyklého bydliště - muži;0
Obyvatelstvo - bydliště po narození v obci obvyklého bydliště - ženy;0
Obyvatelstvo - bydlící před rokem ve stejné obci - celkem;1
Obyvatelstvo - bydlící před rokem ve stejné obci - muži;0
Obyvatelstvo - bydlící před rokem ve stejné obci - ženy;0
Obyvatelstvo - bydlící v bytech - celkem;0
Obyvatelstvo - bydlící v bytech - muži;0
Obyvatelstvo - bydlící v bytech - ženy;0
Obyvatelstvo - bydlící v zařízeních - celkem;0
Obyvatelstvo - bydlící v zařízeních - muži;0
Obyvatelstvo - bydlící v zařízeních - ženy;0
Obyvatelstvo - bydlící mimo byty a zařízení - celkem;0
Obyvatelstvo - bydlící mimo byty a zařízení - muži;0
Obyvatelstvo - bydlící mimo byty a zařízení - ženy;0
NUTS_2;
naz_oblast;
NUTS_3;
naz_kraj;
kod_okres;
naz_okres;
kod_orp;
naz_orp;
kod_obec;
naz_obec;
kod_mco;
nazev_mco;
nadzsjd;
Obyvatelstvo celkem;1
Obyvatelstvo celkem - muži;0
Obyvatelstvo celkem - ženy;0
Obyvatelstvo - věk: 0 - 2  - celkem;1
Obyvatelstvo - věk: 0 - 2  - muži;0
Obyvatelstvo - věk: 0 - 2  - ženy;0
Obyvatelstvo - věk: 3 - 4  - celkem;1
Obyvatelstvo - věk: 3 - 4   - muži;0
Obyvatelstvo - věk: 3 - 4  - ženy;0
Obyvatelstvo - věk: 5  - 6 - celkem;1
Obyvatelstvo - věk: 5 - 6  - muži;0
Obyvatelstvo - věk: 5  - 6 -  ženy;0
Obyvatelstvo - věk: 7 - 9  - celkem;1
Obyvatelstvo - věk: 7 - 9  - muži;0
Obyvatelstvo - věk: 7 - 9  - ženy;0
Obyvatelstvo - věk: 10 - 14  - celkem;1
Obyvatelstvo - věk: 10 - 14  - muži;0
Obyvatelstvo - věk: 10 - 14  - ženy;0
Obyvatelstvo - věk: 15 - 17  - celkem;1
Obyvatelstvo - věk: 15 - 17  - muži;0
Obyvatelstvo - věk: 15 - 17  - ženy;0
Obyvatelstvo - věk: 18 - 19  - celkem;1
Obyvatelstvo - věk: 18 - 19  - muži;0
Obyvatelstvo - věk: 18 - 19  - ženy;0
Obyvatelstvo - věk: 20 - 24  - celkem;1
Obyvatelstvo - věk: 20 - 24  - muži;0
Obyvatelstvo - věk: 20 - 24  - ženy;0
Obyvatelstvo - věk: 25 - 29  - celkem;1
Obyvatelstvo - věk: 25 - 29  - muži;0
Obyvatelstvo - věk: 25 - 29  - ženy;0
Obyvatelstvo - věk: 30 - 34  - celkem;1
Obyvatelstvo - věk: 30 - 34  - muži;0
Obyvatelstvo - věk: 30 - 34  - ženy;0
Obyvatelstvo - věk: 35 - 39  - celkem;1
Obyvatelstvo - věk: 35 - 39  - muži;0
Obyvatelstvo - věk: 35 - 39  - ženy;0
Obyvatelstvo - věk: 40 - 44  - celkem;1
Obyvatelstvo - věk: 40 - 44  - muži;0
Obyvatelstvo - věk: 40 - 44  - ženy;0
Obyvatelstvo - věk: 45 - 49  - celkem;1
Obyvatelstvo - věk: 45 - 49  - muži;0
Obyvatelstvo - věk: 45 - 49  - ženy;0
Obyvatelstvo - věk: 50 - 54  - celkem;1
Obyvatelstvo - věk: 50 - 54  - muži;0
Obyvatelstvo - věk: 50 - 54  - ženy;0
Obyvatelstvo - věk: 55 - 59  - celkem;1
Obyvatelstvo - věk: 55 - 59  - muži;0
Obyvatelstvo - věk: 55 - 59  - ženy;0
Obyvatelstvo - věk: 60 - 64  - celkem;1
Obyvatelstvo - věk: 60 - 64  - muži;0
Obyvatelstvo - věk: 60 - 64  - ženy;0
Obyvatelstvo - věk: 65 - 69  - celkem;1
Obyvatelstvo - věk: 65 - 69  - muži;0
Obyvatelstvo - věk: 65 - 69  - ženy;0
Obyvatelstvo - věk: 70 - 74  - celkem;1
Obyvatelstvo - věk: 70 - 74  - muži;0
Obyvatelstvo - věk: 70 - 74  - ženy;0
Obyvatelstvo - věk: 75 - 79  - celkem;1
Obyvatelstvo - věk: 75 - 79  - muži;0
Obyvatelstvo - věk: 75 - 79  - ženy;0
Obyvatelstvo - věk: 80 - 84  - celkem;1
Obyvatelstvo - věk: 80 - 84  - muži;0
Obyvatelstvo - věk: 80 - 84  - ženy;0
Obyvatelstvo - věk: 85 a více  - celkem;1
Obyvatelstvo - věk: 85 a více  - muži;0
Obyvatelstvo - věk: 85 a více  - ženy;0
Obyvatelstvo - věk: 0 - 14  - celkem;0
Obyvatelstvo - věk: 0 - 14  - muži;0
Obyvatelstvo - věk: 0 - 14  - ženy;0
Obyvatelstvo - věk: 15 - 64  - celkem;0
Obyvatelstvo - věk: 15 - 64  - muži;0
Obyvatelstvo - věk: 15 - 64  - ženy;0
Obyvatelstvo - věk: 65 a více  - celkem;0
Obyvatelstvo - věk: 65 a více  - muži;0
Obyvatelstvo - věk: 65 a více  - ženy;0
Obyvatelstvo - průměrný věk  - celkem;0
Obyvatelstvo - průměrný věk  - muži;0
Obyvatelstvo - průměrný věk  - ženy;0
NUTS_2;
naz_oblast;
NUTS_3;
naz_kraj;
kod_okres;
naz_okres;
kod_orp;
naz_orp;
kod_obec;
naz_obec;
kod_mco;
nazev_mco;
nadzsjd;
Obydlené byty v domech celkem - s 1 obytnou místností;0
Obydlené byty v rodinných domech  - s 1 obytnou místností;0
Obydlené byty v bytových domech  - s 1 obytnou místností;0
Počet osob v bytech celkem   - s 1 obytnou místností;0
Počet osob v bytech v rodinných domech - s 1 obytnou místností;0
Počet osob v bytech v bytových domech - s 1 obytnou místností;0
Obydlené byty v domech celkem - se 2 obytnými místnostmi;0
Obydlené byty v rodinných domech - se 2 obytnými místnostmi;0
Obydlené byty v bytových domech   - se 2 obytnými místnostmi;0
Počet osob v bytech celkem  - se 2 obytnými místnostmi;0
Počet osob v bytech v rodinných domech - se 2 obytnými místnostmi;0
Počet osob v bytech v bytových domech - se 2 obytnými místnostmi;0
Obydlené byty v domech celkem - se 3 obytnými místnostmi;0
Obydlené byty v rodinných domech - se 3 obytnými místnostmi;0
Obydlené byty v bytových domech   - se 3 obytnými místnostmi;0
Počet osob v bytech celkem  - se 3 obytnými místnostmi;0
Počet osob v bytech v rodinných domech - se 3 obytnými místnostmi;0
Počet osob v bytech v bytových domech - se 3 obytnými místnostmi;0
Obydlené byty v domech celkem - se 4 obytnými místnostmi;0
Obydlené byty v rodinných domech - se 4 obytnými místnostmi;0
Obydlené byty v bytových domech   - se 4 obytnými místnostmi;0
Počet osob v bytech celkem  - se 4 obytnými místnostmi;0
Počet osob v bytech v rodinných domech - se 4 obytnými místnostmi;0
Počet osob v bytech v bytových domech - se 4 obytnými místnostmi;0
Obydlené byty v domech celkem - s 5+  obytnými místnostmi;0
Obydlené byty v rodinných domech - s 5+ obytnými místnostmi;0
Obydlené byty v bytových domech   - s 5+ obytnými místnostmi;0
Počet osob v bytech celkem  - s  5+ obytnými místnostmi;0
Počet osob v bytech v rodinných domech - s 5+ obytnými místnostmi;0
Počet osob v bytech v bytových domech - s 5+ obytnými místnostmi;0
Obydlené byty v domech celkem - plyn zaveden do bytu;0
Obydlené byty v rodinných domech  - plyn zaveden do bytu;0
Obydlené byty v bytových domech    - plyn zaveden do bytu;0
Počet osob v bytech celkem   - plyn zaveden do bytu;0
Počet osob v bytech v rodinných domech  - plyn zaveden do bytu;0
Počet osob v bytech v bytových domech  - plyn zaveden do bytu;0
Obydlené byty v domech celkem - vodovod v bytě;0
Obydlené byty v rodinných domech  - vodovod v bytě;0
Obydlené byty v bytových domech    - vodovod v bytě;0
Počet osob v bytech celkem   - vodovod v bytě;0
Počet osob v bytech v rodinných domech  - vodovod v bytě;0
Počet osob v bytech v bytových domech  - vodovod v bytě;0
Obydlené byty v domech celkem - s přípojem na kanalizační síť;0
Obydlené byty v rodinných domech  -  s přípojem na kanalizační síť;0
Obydlené byty v bytových domech    - s přípojem na kanalizační síť;0
Počet osob v bytech celkem   -  s přípojem na kanalizační síť;0
Počet osob v bytech v rodinných domech  -  s přípojem na kanalizační síť;0
Počet osob v bytech v bytových domech  -  s přípojem na kanalizační síť;0
Obydlené byty v domech celkem - s žumpou, jímkou;0
Obydlené byty v rodinných domech  -  s žumpou, jímkou;0
Obydlené byty v bytových domech    - s žumpou, jímkou;0
Počet osob v bytech celkem   -  s žumpou, jímkou;0
Počet osob v bytech v rodinných domech  -  s žumpou, jímkou;0
Počet osob v bytech v bytových domech  -  s žumpou, jímkou;0
Počet obytných místností(4 m2 a více) obydlených bytů v domech celkem;0
Počet obytných místností(4 m2 a více) obydlených bytů v rodinných domech;0
Počet obytných místností(4 m2 a více) obydlených bytů v bytových domech;0
Celková plocha obydlených bytů v m2 v domech celkem;0
Celková plocha obydlených bytů v m2 v rodinných domech;0
Celková plocha obydlených bytů v m2 v bytových domech;0
Průměrná plocha 1 obydleného bytu v m2 v domech celkem;0
Průměrná plocha 1 obydleného bytu v m2 v rodinných domech;0
Průměrná plocha 1 obydleného bytu v m2 v bytových domech;0
nuts_2_regs;
nazev_regionu_soudrznosti;
nuts3_kraj;
nazev_kraje;
kod_okres;
nazev_okresu;
kod_orp;
nazev_orp;
kod_obec;
nazev_obec;
kod_mco;
nazev_mco;
nadzsjd;
Obyvatelstvo celkem;1
Obyvatelstvo celkem - muži;0
Obyvatelstvo celkem - ženy;0
Obyvatelstvo - státní občanství: Česká republika - celkem;1
Obyvatelstvo - státní občanství: Česká republika - muži;0
Obyvatelstvo - státní občanství: Česká republika - ženy;0
Obyvatelstvo - státní občanství: Slovenská republika - celkem;1
Obyvatelstvo - státní občanství: Slovenská republika - muži;0
Obyvatelstvo - státní občanství: Slovenská  republika - ženy;0
Obyvatelstvo - státní občanství: země EU mimo ČR - celkem;1
Obyvatelstvo - státní občanství: země EU mimo ČR - muži;0
Obyvatelstvo - státní občanství: země EU mimo ČR - ženy;0
Obyvatelstvo - bez státního občanství - celkem;1
Obyvatelstvo - bez státního občanství - muži;0
Obyvatelstvo - bez státního občanství - ženy;0
Obyvatelstvo - státní občanství: nezjištěno - celkem;1
Obyvatelstvo - státní občanství: nezjištěno - muži;0
Obyvatelstvo - státní občanství: nezjištěno - ženy;0
NUTS_2;
naz_oblast;
NUTS_3;
naz_kraj;
kod_okres;
naz_okres;
kod_orp;
naz_orp;
kod_obec;
naz_obec;
kod_mco;
nazev_mco;
nadzsjd;
Hospodařící domácnosti v bytech celkem;0
Hospodařící domácnosti v bytech - počet členů domácnosti: 1;1
Hospodařící domácnosti v bytech - počet členů domácnosti: 2;1
Hospodařící domácnosti v bytech - počet členů domácnosti: 3;1
Hospodařící domácnosti v bytech - počet členů domácnosti: 4;1
Hospodařící domácnosti v bytech - počet členů domácnosti: 5 a více;1
Hospodařící domácnosti v bytech - typ HD: domácnosti jednotlivců;0
Hospodařící domácnosti v bytech - typ HD: vícečlenné nerodinné domácnosti;0
Hospodařící domácnosti v bytech - typ HD: vícečlenné nerodinné domácnosti - počet členů domácnosti: 2;0
Hospodařící domácnosti v bytech - typ HD: vícečlenné nerodinné domácnosti - počet členů domácnosti: 3;0
Hospodařící domácnosti v bytech - typ HD: vícečlenné nerodinné domácnosti - počet členů domácnosti: 4;0
Hospodařící domácnosti v bytech - typ HD: vícečlenné nerodinné domácnosti - počet členů domácnosti: 5 a více;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti - počet členů domácnosti: 2;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti - počet členů domácnosti: 3;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti - počet členů domácnosti: 4;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti - počet členů domácnosti: 5 a více;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - počet členů domácnosti: 2;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - počet členů domácnosti: 3;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - počet členů domácnosti: 4;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - počet členů domácnosti: 5 a více;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - úplné rodiny celkem;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - úplné rodiny celkem  - počet členů domácnosti: 2;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - úplné rodiny celkem  - počet členů domácnosti: 3;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - úplné rodiny celkem  - počet členů domácnosti: 4;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - úplné rodiny celkem  - počet členů domácnosti: 5 a více;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - úplná rodina bez závislých dětí;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - úplná rodina bez závislých dětí  - počet členů domácnosti: 2;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - úplná rodina bez závislých dětí  - počet členů domácnosti: 3;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - úplná rodina bez závislých dětí  - počet členů domácnosti: 4;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - úplná rodina bez závislých dětí  - počet členů domácnosti: 5 a více;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - úplná rodina se závislými dětmi;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - úplná rodina se závislými dětmi  - počet členů domácnosti: 3;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - úplná rodina se závislými dětmi  - počet členů domácnosti: 4;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - úplná rodina se závislými dětmi  - počet členů domácnosti: 5 a více;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - neúplné rodiny celkem;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - neúplné rodiny celkem  - počet členů domácnosti: 2;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - neúplné rodiny celkem  - počet členů domácnosti: 3;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - neúplné rodiny celkem  - počet členů domácnosti: 4;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - neúplné rodiny celkem  - počet členů domácnosti: 5 a více;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - neúplná rodina osamělý otec;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - neúplná rodina osamělý otec  - počet členů domácnosti: 2;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - neúplná rodina osamělý otec  - počet členů domácnosti: 3;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - neúplná rodina osamělý otec  - počet členů domácnosti: 4;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - neúplná rodina osamělý otec  - počet členů domácnosti: 5 a více;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - neúplná rodina osamělá matka;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - neúplná rodina osamělá matka  - počet členů domácnosti: 2;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - neúplná rodina osamělá matka  - počet členů domácnosti: 3;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - neúplná rodina osamělá matka  - počet členů domácnosti: 4;0
Hospodařící domácnosti v bytech - typ HD: rodinné domácnosti tvořené 1 rodinou - neúplná rodina osamělá matka  - počet členů domácnosti: 5 a více;0
